customer_id,customer_name,gender,age,city,region_id,signup_date,customer_segment
CUST-00102,Kavya Joshi,Female,29,Delhi,REG-02,2023-08-10,Consumer
CUST-00103,Advaith Mishra,Male,30,Kochi,REG-03,2025-05-25,Corporate
CUST-00104,Advaith Iyer,Male,25,Nagpur,REG-01,2025-01-22,Consumer
CUST-00105,Aadhya Singh,Female,32,Nashik,REG-01,2026-04-22,Small Business
CUST-00106,Rahul Menon,Male,38,Delhi,REG-02,2025-01-03,Consumer
CUST-00107,Sai Rao,Male,54,Gurgaon,REG-02,2022-08-26,Consumer
CUST-00108,Rohan Kulkarni,Male,35,Vadodara,REG-01,2023-10-28,Consumer
CUST-00109,Navya Sharma,Female,36,Patna,REG-04,2023-05-12,Consumer
CUST-00110,Deepika Kulkarni,Female,33,Vadodara,REG-01,2025-02-03,Consumer
CUST-00111,Deepika Reddy,Female,18,Vadodara,REG-01,2025-12-11,Small Business
CUST-00112,Manish Joshi,Male,33,Trivandrum,REG-03,2023-04-23,Consumer
CUST-00113,Suresh Pandey,Male,34,Mumbai,REG-01,2023-04-30,Consumer
CUST-00114,Shaurya Deshmukh,Male,61,Indore,REG-05,2024-06-03,Consumer
CUST-00115,Pranav Kapoor,Male,31,Raipur,REG-05,2020-12-17,Consumer
CUST-00116,Swati Patel,Female,37,Hyderabad,REG-03,2021-06-23,Consumer
CUST-00117,Shaurya Mishra,Male,33,Chandigarh,REG-02,2023-06-17,Consumer
CUST-00118,Aarohi Rao,Female,21,Hyderabad,REG-03,2020-07-23,Consumer
CUST-00119,Nikhil Kulkarni,Male,46,Gurgaon,REG-02,2021-07-25,Consumer
CUST-00120,Gaurav Gupta,Male,42,Cuttack,REG-04,2026-04-24,Corporate
CUST-00121,Anushka Menon,Female,42,Ranchi,REG-04,2025-07-31,Small Business
CUST-00122,Arjun Shah,Male,23,Panaji,REG-01,2023-11-29,Consumer
CUST-00123,Advaith Trivedi,Male,49,Silchar,REG-06,2024-04-02,Consumer
CUST-00124,Manish Pandey,Male,18,Ahmedabad,REG-01,2022-01-05,Consumer
CUST-00125,Reyansh Singh,Male,40,Imphal,REG-06,2021-09-01,Consumer
CUST-00126,Tanvi Mukherjee,Female,58,Pune,REG-01,2020-10-13,Corporate
CUST-00127,Vivaan Kulkarni,Male,23,Vadodara,REG-01,2020-11-25,Consumer
CUST-00128,Tanvi Mehta,Female,27,Cuttack,REG-04,2022-09-20,Consumer
CUST-00129,Anand Joshi,Male,35,Ahmedabad,REG-01,2023-07-12,Small Business
CUST-00130,Sai Mishra,Male,28,Kochi,REG-03,2026-01-29,Consumer
CUST-00131,Rahul Menon,Male,18,Surat,REG-01,2022-07-25,Small Business
CUST-00132,Nikhil Rao,Male,34,Pune,REG-01,2022-10-25,Small Business
CUST-00133,Riya Joshi,Female,22,Patna,REG-04,2025-05-06,Consumer
CUST-00134,Gaurav Joshi,Male,39,Imphal,REG-06,2022-10-26,Consumer
CUST-00135,Nikhil Chopra,Male,23,Pune,REG-01,2026-03-30,Consumer
CUST-00136,Anushka Iyer,Female,51,Bangalore,REG-03,2021-05-03,Consumer
CUST-00137,Ishaan Deshmukh,Male,25,Coimbatore,REG-03,2025-05-24,Consumer
CUST-00138,Karan Mukherjee,Male,30,Pune,REG-01,2025-10-01,Small Business
CUST-00139,Aarav Malhotra,Male,42,Chennai,REG-03,2024-11-10,Consumer
CUST-00140,Aadhya Mehta,Female,20,Nagpur,REG-01,2021-07-22,Corporate
CUST-00141,Pari Patel,Female,36,Lucknow,REG-02,2024-03-19,Consumer
CUST-00142,Ira Mehta,Female,48,Nagpur,REG-01,2026-01-05,Consumer
CUST-00143,Neha Pillai,Female,18,Kanpur,REG-02,2024-05-29,Consumer
CUST-00144,Ira Kulkarni,Female,36,Hyderabad,REG-03,2025-07-07,Consumer
CUST-00145,Dhruv Reddy,Male,36,Hyderabad,REG-03,2020-09-30,Consumer
CUST-00146,Aditya Kulkarni,Male,42,Hyderabad,REG-03,2024-09-15,Consumer
CUST-00147,Ishaan Das,Male,20,Chennai,REG-03,2026-03-31,Corporate
CUST-00148,Anika Iyer,Female,19,Visakhapatnam,REG-03,2026-01-28,Consumer
CUST-00149,Karan Rao,Male,39,Bangalore,REG-03,2025-03-29,Corporate
CUST-00150,Advaith Chopra,Male,37,Jabalpur,REG-05,2025-07-27,Consumer
CUST-00151,Anand Mishra,Male,36,Howrah,REG-04,2022-04-04,Consumer
CUST-00152,Suresh Bose,Male,37,Chennai,REG-03,2025-12-01,Consumer
CUST-00153,Neha Kulkarni,Female,26,Gurgaon,REG-02,2026-02-05,Consumer
CUST-00154,Rahul Bose,Male,36,Mysore,REG-03,2023-08-10,Consumer
CUST-00155,Vivaan Singh,Male,37,Raipur,REG-05,2020-09-19,Corporate
CUST-00156,Ira Mehta,Female,26,Jaipur,REG-02,2025-01-13,Consumer
CUST-00157,Navya Reddy,Female,54,Chennai,REG-03,2021-02-24,Corporate
CUST-00158,Sai Sharma,Male,39,Bangalore,REG-03,2025-08-01,Consumer
CUST-00159,Kabir Trivedi,Male,20,Delhi,REG-02,2025-09-06,Consumer
CUST-00160,Nikhil Pillai,Other,41,Noida,REG-02,2025-11-22,Consumer
CUST-00161,Myra Kulkarni,Female,23,Mysore,REG-03,2022-04-14,Consumer
CUST-00162,Pranav Gupta,Male,42,Chennai,REG-03,2026-06-04,Consumer
CUST-00163,Ishaan Pillai,Male,46,Lucknow,REG-02,2021-06-12,Consumer
CUST-00164,Neha Chopra,Female,24,Ludhiana,REG-02,2025-03-16,Consumer
CUST-00165,Deepika Pandey,Female,44,Chandigarh,REG-02,2025-04-09,Consumer
CUST-00166,Pranav Bose,Male,38,Nashik,REG-01,2026-07-22,Consumer
CUST-00167,Suresh Bhat,Male,43,Gwalior,REG-05,2026-01-05,Consumer
CUST-00168,Meera Deshmukh,Female,54,Kanpur,REG-02,2021-02-01,Consumer
CUST-00169,Arjun Reddy,Male,31,Vadodara,REG-01,2025-04-19,Consumer
CUST-00170,Swati Patel,Female,25,Trivandrum,REG-03,2023-05-30,Corporate
CUST-00171,Angel Malhotra,Female,24,Trivandrum,REG-03,2023-02-02,Consumer
CUST-00172,Ayaan Saxena,Male,25,Ranchi,REG-04,2025-11-10,Consumer
CUST-00173,Amit Trivedi,Male,33,Ahmedabad,REG-01,2023-06-23,Consumer
CUST-00174,Rajesh Nair,Male,37,Hyderabad,REG-03,2020-11-20,Small Business
CUST-00175,Aarav Verma,Male,37,Bhopal,REG-05,2023-12-08,Consumer
CUST-00176,Sunita Mukherjee,Female,43,Bilaspur,REG-05,2021-06-05,Consumer
CUST-00177,Simran Singh,Female,34,Pune,REG-01,2026-04-08,Consumer
CUST-00178,Tanvi Shah,Female,49,Visakhapatnam,REG-03,2021-06-05,Consumer
CUST-00179,Rajesh Chopra,Male,31,Kanpur,REG-02,2023-01-23,Small Business
CUST-00180,Vihaan Kumar,Male,63,Vadodara,REG-01,2025-05-06,Consumer
CUST-00181,Aanya Kulkarni,Female,40,Chennai,REG-03,2023-12-19,Consumer
CUST-00182,Ayaan Nair,Male,24,Indore,REG-05,2024-06-26,Consumer
CUST-00183,Ishaan Sharma,Male,22,Bangalore,REG-03,2021-01-10,Consumer
CUST-00184,Navya Nair,Female,39,Coimbatore,REG-03,2024-06-26,Small Business
CUST-00185,Pooja Mishra,Female,31,Nashik,REG-01,2024-10-09,Consumer
CUST-00186,Swati Shah,Female,41,Noida,REG-02,2023-01-21,Consumer
CUST-00187,Pari Shah,Female,39,Jaipur,REG-02,2024-12-21,Corporate
CUST-00188,Aditya Pandey,Male,33,Ranchi,REG-04,2025-09-12,Corporate
CUST-00189,Myra Aggarwal,Female,24,Noida,REG-02,2022-03-19,Consumer
CUST-00190,Atharv Mukherjee,Male,18,Mysore,REG-03,2025-07-01,Consumer
CUST-00191,Deepika Kapoor,Female,29,Nashik,REG-01,2021-12-10,Consumer
CUST-00192,Ishaan Chopra,Male,43,Chennai,REG-03,2022-03-09,Consumer
CUST-00193,Tanvi Pandey,Female,36,Hyderabad,REG-03,2025-01-06,Corporate
CUST-00194,Dhruv Mishra,Male,20,Bhubaneswar,REG-04,2022-05-12,Consumer
CUST-00195,Aditi Iyer,Female,35,Nagpur,REG-01,2024-07-15,Consumer
CUST-00196,Simran Trivedi,Female,38,Bangalore,REG-03,2020-09-03,Small Business
CUST-00197,Deepika Reddy,Female,24,Jabalpur,REG-05,2022-08-22,Consumer
CUST-00198,Aanya Bose,Female,35,Coimbatore,REG-03,2022-02-02,Consumer
CUST-00199,Rahul Mehta,Male,34,Nagpur,REG-01,2025-07-03,Corporate
CUST-00200,Ayaan Aggarwal,Male,21,Vadodara,REG-01,2023-08-24,Corporate
CUST-00201,Pranav Mishra,Male,37,Surat,REG-01,2023-08-04,Corporate
CUST-00202,Sai Mukherjee,Male,40,Kolkata,REG-04,2023-09-02,Small Business
CUST-00203,Advaith Shah,Male,45,Nashik,REG-01,2021-05-18,Consumer
CUST-00204,Shaurya Aggarwal,Male,45,Lucknow,REG-02,2024-09-18,Consumer
CUST-00205,Angel Patel,Female,18,Mumbai,REG-01,2020-12-31,Consumer
CUST-00206,Deepak Joshi,Male,23,Dibrugarh,REG-06,2020-12-04,Consumer
CUST-00207,Advik Iyer,Male,39,Dibrugarh,REG-06,2024-07-29,Consumer
CUST-00208,Aanya Pillai,Female,39,Ahmedabad,REG-01,2026-01-24,Consumer
CUST-00209,Advaith Singh,Male,39,Nagpur,REG-01,2022-01-02,Consumer
CUST-00210,Arjun Kulkarni,Male,72,Ujjain,REG-05,2023-07-26,Corporate
CUST-00211,Diya Trivedi,Female,40,Gwalior,REG-05,2023-05-17,Consumer
CUST-00212,Sai Chopra,Male,46,Ranchi,REG-04,2022-02-10,Consumer
CUST-00213,Deepika Saxena,Female,44,Lucknow,REG-02,2022-01-30,Consumer
CUST-00214,Dhruv Nair,Male,41,Nashik,REG-01,2025-04-23,Consumer
CUST-00215,Riya Verma,Female,30,Ludhiana,REG-02,2025-07-19,Consumer
CUST-00216,Preeti Singh,Female,42,Pune,REG-01,2022-09-13,Corporate
CUST-00217,Sai Choudhury,Male,25,Coimbatore,REG-03,2022-10-18,Consumer
CUST-00218,Sneha Menon,Female,31,Trivandrum,REG-03,2021-04-11,Consumer
CUST-00219,Vihaan Trivedi,Male,28,Chandigarh,REG-02,2021-10-13,Consumer
CUST-00220,Aarohi Pandey,Female,34,Delhi,REG-02,2021-04-29,Consumer
CUST-00221,Riya Deshmukh,Female,59,Coimbatore,REG-03,2020-06-24,Consumer
CUST-00222,Vikram Deshmukh,Male,18,Gurgaon,REG-02,2022-10-14,Corporate
CUST-00223,Diya Chopra,Female,41,Howrah,REG-04,2021-03-17,Consumer
CUST-00224,Aadhya Bose,Female,18,Lucknow,REG-02,2024-11-20,Consumer
CUST-00225,Pari Bose,Female,28,Bhubaneswar,REG-04,2022-02-22,Consumer
CUST-00226,Pranav Choudhury,Male,45,Bhubaneswar,REG-04,2021-11-20,Consumer
CUST-00227,Atharv Bhat,Male,34,Nashik,REG-01,2024-10-07,Consumer
CUST-00228,Kavya Patel,Female,22,Asansol,REG-04,2024-07-18,Consumer
CUST-00229,Pranav Patel,Male,26,Panaji,REG-01,2025-08-12,Consumer
CUST-00230,Anushka Singh,Female,41,Gwalior,REG-05,2026-04-20,Consumer
CUST-00231,Aditya Shah,Male,25,Bhubaneswar,REG-04,2022-01-30,Small Business
CUST-00232,Diya Pandey,Female,36,Nagpur,REG-01,2023-09-24,Consumer
CUST-00233,Swati Verma,Female,34,Trivandrum,REG-03,2025-01-17,Consumer
CUST-00234,Neha Pandey,Female,26,Chandigarh,REG-02,2021-05-01,Corporate
CUST-00235,Manish Malhotra,Male,57,Gurgaon,REG-02,2024-10-27,Consumer
CUST-00236,Suresh Iyer,Male,40,Ludhiana,REG-02,2025-06-17,Consumer
CUST-00237,Deepak Mishra,Male,18,Patna,REG-04,2022-06-29,Consumer
CUST-00238,Kabir Mishra,Other,36,Trivandrum,REG-03,2026-05-29,Consumer
CUST-00239,Aarav Kumar,Male,26,Visakhapatnam,REG-03,2024-12-16,Corporate
CUST-00240,Priyanka Choudhury,Female,43,Mysore,REG-03,2024-11-04,Corporate
CUST-00241,Arjun Sharma,Male,25,Mumbai,REG-01,2022-07-11,Corporate
CUST-00242,Amit Singh,Male,32,Trivandrum,REG-03,2026-06-16,Consumer
CUST-00243,Advaith Singh,Male,39,Delhi,REG-02,2021-09-21,Consumer
CUST-00244,Suresh Deshmukh,Male,43,Imphal,REG-06,2020-08-20,Corporate
CUST-00245,Anika Iyer,Female,20,Trivandrum,REG-03,2020-12-26,Consumer
CUST-00246,Karan Aggarwal,Male,30,Kanpur,REG-02,2025-12-22,Corporate
CUST-00247,Pooja Iyer,Female,28,Nagpur,REG-01,2025-11-13,Consumer
CUST-00248,Swati Malhotra,Female,26,Ujjain,REG-05,2025-11-20,Consumer
CUST-00249,Aarav Mukherjee,Male,53,Chennai,REG-03,2023-06-03,Corporate
CUST-00250,Dhruv Mehta,Male,38,Mysore,REG-03,2025-06-11,Consumer
CUST-00251,Ishaan Choudhury,Male,20,Panaji,REG-01,2025-04-30,Consumer
CUST-00252,Deepak Malhotra,Male,44,Ludhiana,REG-02,2021-11-20,Corporate
CUST-00253,Ira Mukherjee,Female,57,Bilaspur,REG-05,2024-06-15,Corporate
CUST-00254,Preeti Kumar,Female,45,Coimbatore,REG-03,2021-05-20,Consumer
CUST-00255,Reyansh Kumar,Male,18,Chennai,REG-03,2025-01-29,Small Business
CUST-00256,Ayaan Gupta,Male,28,Bangalore,REG-03,2024-06-09,Corporate
CUST-00257,Sai Kumar,Male,47,Cuttack,REG-04,2020-10-09,Corporate
CUST-00258,Vihaan Das,Male,26,Surat,REG-01,2025-11-14,Consumer
CUST-00259,Atharv Menon,Male,38,Vadodara,REG-01,2022-02-10,Corporate
CUST-00260,Priyanka Malhotra,Female,42,Mumbai,REG-01,2025-04-29,Corporate
CUST-00261,Tanvi Mehta,Female,23,Silchar,REG-06,2021-07-23,Corporate
CUST-00262,Vihaan Kumar,Male,33,Kochi,REG-03,2024-06-21,Consumer
CUST-00263,Advaith Menon,Male,18,Chennai,REG-03,2022-02-22,Consumer
CUST-00264,Arjun Mehta,Male,22,Jabalpur,REG-05,2025-01-28,Corporate
CUST-00265,Gaurav Saxena,Male,31,Chandigarh,REG-02,2026-01-29,Consumer
CUST-00266,Suresh Menon,Male,20,Lucknow,REG-02,2022-02-11,Corporate
CUST-00267,Aditi Reddy,Female,51,Nagpur,REG-01,2025-01-19,Small Business
CUST-00268,Preeti Bhat,Female,18,Bhubaneswar,REG-04,2020-09-30,Consumer
CUST-00269,Anushka Saxena,Female,29,Chennai,REG-03,2021-05-14,Consumer
CUST-00270,Nikhil Kumar,Male,35,Kanpur,REG-02,2020-10-30,Consumer
CUST-00271,Sunita Pillai,Female,49,Vadodara,REG-01,2025-02-12,Consumer
CUST-00272,Pooja Mishra,Female,18,Jaipur,REG-02,2024-04-10,Consumer
CUST-00273,Kabir Das,Male,46,Bilaspur,REG-05,2024-12-11,Consumer
CUST-00274,Rohan Das,Male,34,Howrah,REG-04,2025-05-17,Consumer
CUST-00275,Aditi Kapoor,Female,23,Lucknow,REG-02,2023-10-19,Consumer
CUST-00276,Ira Choudhury,Female,39,Patna,REG-04,2026-04-02,Small Business
CUST-00277,Aditya Bhat,Male,36,Mysore,REG-03,2022-03-18,Consumer
CUST-00278,Pooja Pillai,Female,27,Chandigarh,REG-02,2025-02-26,Small Business
CUST-00279,Vivaan Pandey,Male,34,Jaipur,REG-02,2021-10-21,Consumer
CUST-00280,Aarohi Deshmukh,Female,29,Delhi,REG-02,2025-07-01,Consumer
CUST-00281,Manish Pillai,Male,35,Kochi,REG-03,2024-05-05,Consumer
CUST-00282,Simran Aggarwal,Female,41,Hyderabad,REG-03,2024-08-25,Consumer
CUST-00283,Shaurya Bhat,Male,51,Mysore,REG-03,2025-07-05,Consumer
CUST-00284,Simran Mukherjee,Female,20,Mumbai,REG-01,2025-03-07,Corporate
CUST-00285,Advaith Patel,Male,57,Kanpur,REG-02,2026-03-27,Corporate
CUST-00286,Neha Kulkarni,Female,18,Visakhapatnam,REG-03,2025-11-27,Corporate
CUST-00287,Sai Singh,Male,32,Visakhapatnam,REG-03,2025-07-19,Consumer
CUST-00288,Preeti Bhat,Female,40,Surat,REG-01,2025-07-10,Consumer
CUST-00289,Pooja Joshi,Female,37,Bhopal,REG-05,2024-12-30,Consumer
CUST-00290,Ishaan Verma,Male,27,Chennai,REG-03,2024-07-31,Consumer
CUST-00291,Ishaan Kulkarni,Male,31,Ahmedabad,REG-01,2022-01-04,Corporate
CUST-00292,Deepak Trivedi,Male,28,Chandigarh,REG-02,2022-11-01,Consumer
CUST-00293,Saanvi Mehta,Female,27,Chennai,REG-03,2020-12-01,Consumer
CUST-00294,Neha Deshmukh,Female,43,Ujjain,REG-05,2024-08-24,Consumer
CUST-00295,Priyanka Singh,Female,37,Cuttack,REG-04,2025-08-01,Corporate
CUST-00296,Ananya Mishra,Female,26,Kolkata,REG-04,2025-01-03,Consumer
CUST-00297,Myra Rao,Female,43,Nashik,REG-01,2023-07-12,Consumer
CUST-00298,Anushka Sharma,Female,37,Coimbatore,REG-03,2021-10-21,Consumer
CUST-00299,Vikram Rao,Male,42,Bangalore,REG-03,2026-04-08,Consumer
CUST-00300,Abhishek Sharma,Male,40,Ahmedabad,REG-01,2020-08-17,Consumer
CUST-00301,Gaurav Aggarwal,Male,24,Gwalior,REG-05,2025-05-25,Consumer
CUST-00302,Myra Bose,Female,27,Visakhapatnam,REG-03,2020-09-04,Consumer
CUST-00303,Aarav Mishra,Male,42,Trivandrum,REG-03,2023-04-20,Consumer
CUST-00304,Pooja Kumar,Female,40,Gurgaon,REG-02,2023-04-13,Corporate
CUST-00305,Pranav Malhotra,Male,33,Panaji,REG-01,2022-06-14,Consumer
CUST-00306,Advik Mehta,Male,35,Kanpur,REG-02,2024-01-19,Consumer
CUST-00307,Sunita Mehta,Female,48,Surat,REG-01,2023-01-25,Consumer
CUST-00308,Ira Mehta,Female,27,Jaipur,REG-02,2025-08-17,Consumer
CUST-00309,Aarav Mukherjee,Male,40,Bangalore,REG-03,2023-06-08,Consumer
CUST-00310,Aarohi Reddy,Female,31,Howrah,REG-04,2021-10-28,Consumer
CUST-00311,Aditya Mishra,Male,31,Kochi,REG-03,2022-01-05,Consumer
CUST-00312,Deepika Reddy,Other,46,Trivandrum,REG-03,2025-06-25,Consumer
CUST-00313,Simran Das,Female,43,Gurgaon,REG-02,2020-06-03,Consumer
CUST-00314,Angel Das,Female,42,Nagpur,REG-01,2024-05-10,Corporate
CUST-00315,Gaurav Bhat,Male,48,Gurgaon,REG-02,2026-05-28,Consumer
CUST-00316,Advik Aggarwal,Male,34,Ahmedabad,REG-01,2023-07-20,Corporate
